id_entrada,id_fonte,data_entrada,texto_entrada,emocao_rotulada,comprimento_texto
229,2,2026-05-31,"I was very glad to get so much excerise yesterday, as I had really been lacking in it lately.",Happy,93
230,2,2026-05-31,I was very excited to eat my meal. I had been looking forward to it all day.,Excited,76
231,2,2026-05-31,I was surrounded by friends for the first time in a long time. It made me very excited since we got to spend so much time together and couch up.,Excited,144
232,2,2026-05-31,I was so happy to spend the day yesterday with my family. It made me feel like my life had meaning. Family truly is the one thing in life that makes life worth living. Without my family my life would be dull and lacking in love.,Calm,228
233,2,2026-05-31,I was running a program and it worked well and I can finish my analysis.,Happy,72
234,2,2026-05-31,I was reading and relaxing and looking out the window. It was nice to spend time peacefully by myself and just look at nature and the fall colors.,Happy,146
235,2,2026-05-31,"I was productive at work yesterday, and it made me feel good. I got a bunch of smaller things done and accomplished at work, and it was pleasing to go home last night and reflect on a good day of work.",Proud,201
236,2,2026-05-31,"I was out on my run and felt really great. Was about to run my fastest mile ever. It was such a rush of emotion to look down and see my watch read 7:55. My previous best mile was 8:45, so I shattered my previous best mile performance.",Proud,234
237,2,2026-05-31,"I was much proud about my work yesterday, as I was organizing a meeting and which was successfully done in order to sign up a project with the client.",Proud,150
238,2,2026-05-31,"I was most proud of getting plenty of exercise yesterday at work. I walk a lot on my job anyways but yesterday, I walked about 22,000 steps and I felt good doing it. Of course, it was accumulated from vacuuming long hallways at the student housing building I work at. It was also from hauling trash bags to the receptacle. Along with that, was the mopping, dusting, So I feel I did a lot of good for my health.",Proud,410
239,2,2026-05-31,I was in daily mass and there was a scripture reading that I felt was very relevant and spoke to me and made me calm.,Calm,117
240,2,2026-05-31,I was helping my daughter with her homework yesterday. She has been working very hard to get prepared for college and I am very proud of her.,Happy,141
241,2,2026-05-31,"I was having a lot of stomach issues. I had no idea why. Maybe I was just anxious. I was thinking about an old friend for a long, long time.",Afraid,140
242,2,2026-05-31,"I was hapy with the flow of work I had to do, it was a productive day. Those types of days make me happy and feel secure to me.",Happy,127
243,2,2026-05-31,I was happy to spend time with my daughter. She was a big help as we went through boxes to unpack. She helped a lot with that. I am thankful  for  her sweet attitude.,Satisfied,166
244,2,2026-05-31,I was happy to be around my family yesterday when my oldest son received an award at school.,Happy,92
245,2,2026-05-31,"I was happy that my daughter told me she loved me.  Her sitting on my lap is a joy beyond all that I can ever imagine.  Despite ups and downs of the day, I am thrilled that we have a relationship and I will love her forever.  She and my family are a joy above my imagination.",Happy,275
246,2,2026-05-31,I was happy about being able to spend quality time with my family.  I enjoyed the calm of relaxing at home.  I was satisfied in just being around my family.,Calm,156
247,2,2026-05-31,I was hanging out with my friends.,Happy,34
248,2,2026-05-31,I was hanging out with my family a lot yesterday and it made me feel really good. I haven't seen them in a while so it was nice to catch up. We had a nice family dinner and played some games at my mom's house,Calm,208
249,2,2026-05-31,"I was extremely anxious while waiting at the doctor's office to find out my test results, and whether or not I would need a transplant soon.",Afraid,140
250,2,2026-05-31,"I was downtown, and bumped into an old friend of mine at a bus station.  We do not always get along so great, and he was in a bad mood, so we ended up taking a long bus ride together in mostly awkward silence.",Awkward,209
251,2,2026-05-31,"I was away for three days and was excited, happy, and satisfied to see my son and spouse when I returned.",Excited,105
252,2,2026-05-31,I was attempting to read a book and couldn't oncentrate on it at all. I felt like I couldn't remember the last sentence I had read.,Awkward,131
253,2,2026-05-31,I was amazed at my connection with people and friends yesterday. They all seemed to be so alive and happy this was a very good day for friendliness for all. I love when there are days that are like that many people tend to keep to themselves otherwise anymore. I tend to turn to my friends more than family these days so they are quite needed in my life just talking to people alone can brighten my day if they seem to be able to talk.,Satisfied,435
254,2,2026-05-31,I was actually able to get some repair work done on my home. This is a sort of work project because I work directly below the area I worked on (My home office),Satisfied,159
255,2,2026-05-31,"I was able to visit an art museum and one of my favorite Wisconsin breweries, all and all a wonderful day, even if it was cold and snowy.",Satisfied,137
256,2,2026-05-31,I was able to take a nice walk in the evening with my husband and two teen daughters.  It is very rare that we are all in the same place at the same time and are doing something together as a group.  It was a great feeling to walk talk and laugh together after a long day apart.,Excited,278
257,2,2026-05-31,I was able to spend the morning praying an worshiping before work. Then I went to work I came home and went to a pray meeting. I finshed out the day reading the bible.,Satisfied,167
258,2,2026-05-31,"I was able to spend some time with my family. I helped out my grandmother, and spent time alone with each kid to just talk.",Calm,123
259,2,2026-05-31,I was able to help patients improve their quality of life,Proud,57
260,2,2026-05-31,"I was able to deliver a speech for our church yesterday. It made me feel like I did something really good in service of God, and others really appreciated it too. It was a religious/Biblical speech. I was happy to have done it.",Excited,227
261,2,2026-05-31,I wanted to try food at the Italian restaurant and I enjoyed the food and service at that Italian restaurant.,Satisfied,109
262,2,2026-05-31,"I wake up each morning and thank God for allowing me to have another day with my family.  Being able to get out of bed, got to work and do my usual activities of the day.  So many people do not have that choice and would give anything just to be able to rise out of bed.",Calm,270
263,2,2026-05-31,i try harder to talk very much with all my family because i think its the most easiest form to get their hearts and be very compresible,Excited,135
264,2,2026-05-31,"I tried to accomplish something as part of a hobby, but failed after repeated attempts.",Frustrated,87
265,2,2026-05-31,I travelled to Florida to start a vacation with the wife. I'm glad that things are going smoothly so far.,Excited,105
266,2,2026-05-31,I took the time to do yoga right away in the morning when I got up. This made me feel a sense of calm which is a nice thing to experience when you have two little  boys. I also had the chance to feel satisfied that I'm actually sticking to do something everyday.,Calm,262
267,2,2026-05-31,"I took Abbie, my four year old daughter, to the library. We made a day out of it. I drove downtown and then we went in several shops and window shopped others. We had a great time capping it off with returning our books to the library and picking out new books. It is so great to see Abbie show a love of reading and to see just how much effort she puts into finding the perfect books for her. I feel proud as she is so excited to go to the library but then is so patient, well behaved and serious when we are in the library.",Happy,525
268,2,2026-05-31,I teach an online class that I really enjoy. I was grading a lot of the student's work and I was very satisfied with the quality of work from the students. I feel like I am an effective instructor and I'm doing a good job.,Happy,222
269,2,2026-05-31,I spent time with my wife driving to a new town we were visiting,Happy,64
270,2,2026-05-31,"I spent time with my wife and kids, eating and talking with each other while finding out about each other's day.",Happy,112
271,2,2026-05-31,I spent time with my son. We went swimming. I was happy with the time and activity we got to spend together.,Satisfied,108
272,2,2026-05-31,"I spent time with my son playing hockey before school. I only have him half the time since I'm divorced so I have to take advantage of every minute I have with him. He loves hockey so we played for a few minutes before school. I let him win and he was really happy on the way to school, which made me happy.",Happy,307
273,2,2026-05-31,I spent time with my family for which I have had time to spend with them in the last month. I felt good to make time to eat and to spend time with them. I was happy to have made new memories with them.,Calm,201
274,2,2026-05-31,i spent time with my family and had dinner with them it was fun and exciting and relaxing we had the best time together they are the best,Excited,137
275,2,2026-05-31,"I spent time with my family after work and its is always the best part of my day.  I feel at home with my family, content, happy, and joyous.",Calm,141
276,2,2026-05-31,"I spent time witb my famil last night.  My wife works a mix od days and nights, but had the day off yesterday.  I came home and my wife had dinner ready.  After diner, we helped the kids with homework, and played the boardgame ""Sorry"".  They went to bed, and we had some time alone toghether.",Excited,292
277,2,2026-05-31,"I spent time in prayer and reading my Bible yesterday morning, then spent time listening to a sermon yesterday afternoon.  It re-energized my faith and gave me deeper insight into God and my faith.  It brought me peace, joy and satisfaction.",Calm,241
278,2,2026-05-31,i spent the evening with my boyfriend and it was nice and relaxing,Calm,66
279,2,2026-05-31,I spent the evening playing board games with my friends. One of my best friends in life was in town from Seattle. We had a really great time.,Satisfied,141
280,2,2026-05-31,"I spent the early part of the day alone, processing photos and doing Mechanical Turk HITs. Not so much fun. But when my wife got home from work and we chatted a while, it was very good. I showed her some of my photos and she talked about her day at work.",Happy,254
281,2,2026-05-31,I spent the day with my friends going out to eat for dinner. It wss very fun and memorable of a day for me.,Excited,107
282,2,2026-05-31,I spent the day thinking on the importance of living a life of faith.  I came to a realization that it is absolutely and positively important to always think about what I am thinking about and know that God is always in control.,Happy,228
283,2,2026-05-31,"I spent the day at home, spending time with my family. I enjoyed this very much.",Happy,80
284,2,2026-05-31,I spent some time with my son and my dog and we went to the dog park for an hour. We had lots of fun and had some good discussions. It was a memorable experience.,Happy,162
285,2,2026-05-31,"I spent over an hour on my exercise bike in the basement. While I exercised, I read a new novel called the Deserter. It was enjoyable.",Calm,134
286,2,2026-05-31,I spent almost all day and most of the evening working but I felt good about it because I was earning money to help myself get out of debt.,Satisfied,139
287,2,2026-05-31,"I spent all day working, but made very little money. It was an extremely frustrating day. I would have quit early and done something more recreational, but I desperately needed whatever money I could manage to earn. I went to be feeling hopeless and frustrated.",Disgusted,261
288,2,2026-05-31,"I spent a lovely time with my romantic partner. She and I had a very enjoyable discussion that was serious at times yet filled with laughter. I felt lighthearted after the busy day that I had just from talking and laughing with her. She manages to make me feel happy or calm whenever I've had a long day. Talking with her never gets boring because I honestly have no idea what we'll talk about. Our topics are wide and varied, and I feel like I'm constantly learning something new whenever I am with her. She's a joy to be around, and she make me feel loved.",Happy,558
289,2,2026-05-31,"I spent a lot of time with my friends yesterday. We weren't physically together, but we socialized over Discord and Xbox parties. It was fun. I didn't get to see them in real life yesterday, but we did have fun together. It made me feel less lonely and I felt happy. I felt at ease. I felt like I had meaningful connections to the world. I didn't reel isolated.",Happy,361
290,2,2026-05-31,I spent a lot of time wit my husband and son yesterday. I took my son to the library and then on a donut date.,Happy,110
291,2,2026-05-31,"I spent a large part of the day yesterday with my husband in the car taking my niece, who has no car, to run some of her errands.  I felt anxious near the end of the day because I felt like I was spending too much time doing something I was feeling resentful about.",Anxious,265
292,2,2026-05-31,I spend my days with my husband and pets. It is nice. We get to share meals together and relax.,Happy,95
293,2,2026-05-31,i slept yesterday because i have been sick and it helped me get thru the day,Satisfied,76
294,2,2026-05-31,I saw my lover and we spent quality time together. I was truly enjoyed by everything that we shared.,Excited,100
295,2,2026-05-31,I sang at a funeral for an elderly woman and provided comfort along with the violinist to her family.,Proud,101
296,2,2026-05-31,I recieved some good news about my job yesterday. I was proud of myself because I am number 6 out of several hundred people for my accuracy. This validation that I received and the bonus that this will lead to excites me.,Excited,221
297,2,2026-05-31,"I really got a good night's sleep last night.  I was in bed early, and I didn't wake up through the night.  That doesn't happen very often!",Calm,139
298,2,2026-05-31,I really enjoyed my time with my wife and kids yesterday. I didn't get to see them much as they got home late from after school activities but it was a good time to talk hear about their days share some hugs and put them to bed. They make me feel like I belong and that I am loved and cared for.,Calm,295
299,2,2026-05-31,I really enjoyed my meals yesterday,Excited,35
300,2,2026-05-31,"I realized again how important my family members are to me, especially my mother. She is always there for me and this means the world to me. There is no amount of money that could replace all the things that my mother means to me. She is the epitome of love, kindness, giving and strength.",Calm,289
301,2,2026-05-31,I ran about 5km. It was a somewhat fast run. I am getting in better condition. I felt relaxed and happy.,Excited,104
302,2,2026-05-31,i pray to god daily and it makes me feel good. my days are often boring but god is always there,Calm,95
303,2,2026-05-31,"I practiced self care today. I took my meds, ate breakfast, had my coffee, had a short but nice conversation with my husband, and enjoyed a little bit of TV.",Calm,157
304,2,2026-05-31,I played video games from my childhood and it was very exciting.,Happy,64
305,2,2026-05-31,I played a game with a friend and it was just something fun to do. Something to help relax and help me keep my mind off of things. We played for some hours too so I had a lot of fun.,Calm,182
306,2,2026-05-31,I ordered pizza which I was craving and it was delicious,Happy,56
307,2,2026-05-31,I need exercise to feel calm and relaxed. It helps me deal with the rest of the day.,Calm,84
308,2,2026-05-31,"I met with my mom yesterday to talk jointly with a financial adviser regarding a fair amount of money she and my dad were bringing over from their home country. We had a lively discussion with the adviser and he persuaded us to put the money in a regular investment fund, rather than an annuity that the other salespeople were trying to sell us on. I felt satisfied with this advice and that I had helped steer my parents in a better direction.",Calm,444
309,2,2026-05-31,I met with my mom and niece to have ice cream after school. She is 6 and was so excited. We talked about her day at school. It was fun!,Happy,135
310,2,2026-05-31,"I met my girlfriend and her sister for dinner. We discussed, drank wine, it was nice",Happy,84
311,2,2026-05-31,I met my friends and we celebrated my mother's birthday together.,Calm,65
312,2,2026-05-31,I made passionate love to my wife.,Excited,34
313,2,2026-05-31,I made homemade chicken and dumpling soup. It made me feel warm and nostalgic because it was my great grandmas recipe and she would invite me over everytime she made it.,Calm,169
314,2,2026-05-31,I made enchiladas for supper yesterday.,Calm,39
315,2,2026-05-31,"I made a pot roast, which cooked in the slow cooker all day.  It’s my favorite meal and the smell of it cooking, brought back a flood of great memories of growing up.  The smell of wonderful food cooking is very enticing to me and I waited all day, anticipating what a great supper it would be.",Happy,294
316,2,2026-05-31,i made a huge breakfast,Excited,23
317,2,2026-05-31,I love to watch movies from the library that are documentaries. Yesterday I watched a political documentary and it really caused me to think about the way I view the internet.,Calm,175
318,2,2026-05-31,I love my writing job and I am starting to do the reviews for the holidays.  I had a very special children's book for Christmas to write the review for yesterday and I was proud of my review and the response that I got from the publicist for whom I work.,Proud,254
319,2,2026-05-31,I love my work.My co workers cooperate me.So my work is full of satisfactions.,Happy,78
320,2,2026-05-31,"I love my work, I love going out to work in the hospital to save lives and help others live better  lives",Happy,105
321,2,2026-05-31,i love my husband so much! He always makes me happy and is there for me!,Happy,72
322,2,2026-05-31,I love her. She is the Joy of my life. Melonie Joy is the best thing that has ever happened to me and I love spending days with her.,Happy,132
323,2,2026-05-31,i love being in good health it makes me really happy,Happy,52
324,2,2026-05-31,I looked forward to my running days because I get to hang out with my buddies from college and keep in touch with them while enjoying nature and the thrill of running on the trails.,Excited,181
325,2,2026-05-31,i like talking to my friends,Happy,28
326,2,2026-05-31,"I learned from my doctor yesterday that I am vitamin D deficient and that I also have to take medication for cholesterol.  I thought I was doing good, but apparently not.",Anxious,170
327,2,2026-05-31,"I hit some new personal records at the gym ysterday. Having been working extremely hard, I was finally able to put up the 120lb dumbells on the flet bench.",Excited,155
328,2,2026-05-31,I hit my work goal yesterday easily. It was a smooth process with no hiccups. I even got some important paperwork for the future finally sent in.,Proud,145
329,2,2026-05-31,I helped my parents with a project. I was happy that I helped them complete what they wanted to do. It feels good to be able to spend time with my parents as they are getting older.,Happy,181
330,2,2026-05-31,"I haven't had much time with my husband lately, so it was nice to eat dinner last night and just have some us time. I felt relaxed and comforted to have him close and to forget about how crazy life has been lately.",Excited,214
331,2,2026-05-31,i have time to myself for myself. i love it,Happy,43
332,2,2026-05-31,"I have the best family anyone could want. My beautiful wife made a great dinner and homemade pie, which I love. My daughter brought home a school project that she made all by herself, and got an A on. She was so proud and I felt even prouder of her. She's an amazing child and she'll do well in life.",Happy,300
333,2,2026-05-31,I have some sort of inflammation in my larynx and my doctor doesn't know quite what it is but we are determined to treat it.  I just want to be able to drink coffee again!,Anxious,171
334,2,2026-05-31,I have had a sinus infection since late last week and it has made me feel lousy. Hard to work feeling like that.,Anxious,112
335,2,2026-05-31,I have fitness goals and working towards those goals really makes my day. Working towards these goals provides me great satisfaction.,Proud,133
336,2,2026-05-31,I have been struggling to get our house ready to be sold. I know I have a lot of items that I need to get rid of or donate. I set a goal for myself to go through all of our families clothes and donate those things that we never wear or have outgrown. I was pleased to make it through all the closets and drawers and donated five bags of clothing. I really felt like I made the first step toward getting the house ready to be sold.,Satisfied,430
337,2,2026-05-31,"I have been sleeping a lot lately. When I get home from work, I usually need to take a nap. It can last anywhere from an hour to three hours. It is really frustrating because I am getting enough sleep at night, so I feel I am wasting my time.",Ashamed,242
338,2,2026-05-31,"I have been on a trip recently, so I was unable to go to my regular Burn Boot Camp workout until yesterday. It was my first day back in almost a week. While quite hard, it was a great workout and I was very happy to be back. We did a metobolic conditioning white board and I was very proud to get through the board twice and to the bonus med ball slam round.",Excited,358
339,2,2026-05-31,"I have been dealing with profound medical issues and personal loss. So, I've spent the last few days with my sister and her family. Being with them, including my niece, nephew, and grand nephew has provided both the comfort and distraction that was sorely needed. I feel much refreshed today.",Happy,292
340,2,2026-05-31,"I have a whole lot of extra bills this month including property taxes, so I felt good about working all day yesterday and making some extra money.  At least this way I feel that I am doing something proactive and constructive about our money worries.",Satisfied,250
341,2,2026-05-31,I have a time for prayer in the morning and it helps me to stay calm throughout the day no matter what may happen. It helps to be able to put your greatest fears and problems into a better perspective.,Calm,201
342,2,2026-05-31,I have a large project at work that has been very difficult. Yesterday I hit a large roadblock with it and I spent most of the day troubleshooting the issues. They're still not resolved and it's very frustrating. Because of this my work was the most salient thing about my day yesterday. I love my job but it can be very frustrating when problems happen that are difficult to fix. It distracting and I need some time to myself to think through the problems.,Anxious,457
343,2,2026-05-31,"I have a home recording studio in my attic that I sometimes hire out as a side gig. I had a group of three friends that scheduled a session with me yesterday evening who did not show up and did not call to let me know they weren't going to make it. I treat it as a side business and act professionally and expect others who reserve my time to treat it seriously - I ended up staying in for the evening waiting on them. It was slightly more obnoxious than usual because they were not only ""clients"" but are friends and it was a pretty disrespectful thing to happen.",Angry,564
344,2,2026-05-31,I have a degenerative disease Inclusion Body Myositis in my skeletal muscles and must exercise regularly to slow down the progression of the disease and this is very frustrating.,Frustrated,178
345,2,2026-05-31,"I have a big bill I need to pay in a few days, so after work I tried really hard to make money on mTurk to make up the difference.",Anxious,130
346,2,2026-05-31,"I hadn't been able to work out in awhile due to an injury, and I just bought a new set of weights I was excited to try out. Yesterday was really nice in feeling that I could start exercising again.",Happy,197
347,2,2026-05-31,I had what felt like a rather long and frustrating work day yesterday. It felt like everthing was just dragging at work.,Frustrated,120
348,2,2026-05-31,I had to work alone today and close at work. It was stressful because I was the only person at work. That meant I was in control of everything. I had to answer phone calls interact with customers and solve any issues that arose. It was stressful.,Anxious,246
349,2,2026-05-31,"I had to walk into a shitshow, where there was no support staff, multiple call-offs, and openers had walk-in assignments. I had to do twice as much as normal.",Angry,158
350,2,2026-05-31,"I had to take my roommate to the hospital. We weren't sure whether she had a problem with her appendix, or maybe a urinary tract infection or kidney stones. She has no insurance so we had to go to the emergency room. Fortunately, they saw her within 30 minutes because she was in pain. It turned out she had kidney stones. I went back home and waited for her to call me. When she called, we had to go to the hospital pharmacy to pick up four prescriptions, which I had to pay for. Fortunately, since she is poor, they only cost $4 apiece. She went straight to bed when she got home.",Afraid,582
351,2,2026-05-31,I had to rest my leg all day because I have knee bursitis. So I couldn't really do much else but relax all day. It felt okay. Kinda boring though. Knee feeling better.,Bored,167
352,2,2026-05-31,I had to rely on my faith in God to help get me through feelings I've had concerning a recent breakup.,Calm,102
353,2,2026-05-31,I had to prepare a meal for 300 people. We had suppers at church that I am in charge of. It is a big job but it brings a sense of accomplishment.,Proud,145
354,2,2026-05-31,I had the greatest dinner yesterday.  It was cooked perfectly and the seasoning was perfect.  I am sure to make a note of the recipe so that I can prepare the meal again.,Excited,170
355,2,2026-05-31,I had the day off work so I had lots of time to hang out,Calm,56
356,2,2026-05-31,I had sushi yesterday. It was good. It made me happy. It was tasty. It put me a in a good mood.,Happy,95
357,2,2026-05-31,I had such an enjoyable meal yesterday. I had been craving it for so long. It was probably the highlight of my week.,Excited,116
358,2,2026-05-31,I had spent most of my day yesterday working and the only salient thing I noticed I was really anxious. I wanted to get off and go home.,Anxious,136
359,2,2026-05-31,"I had some stomach pains all day that worried me. I spent most of the day googling what was wrong with me and unsurprisingly was met with results ranging from it could be gas, to it could be kidney stones.",Anxious,205
360,2,2026-05-31,I had sex with my wife wo I am trying to do more. It made me feel really good because sometimes I feel like I don't satisfy her enough.,Anxious,135
361,2,2026-05-31,"I had received an important email from an individual I had contacted last week, which they would reply a bit later than I had initially hoped for external reasons. I was glad to hear back from the person, and excited that they were willing to comply with my request. It made me feel relief/satisfaction, and happy that I could follow through with my plans.",Excited,356
362,2,2026-05-31,I had prayed for direction from the Most High about my new business and he led me to just the right information I need to know. That made me excited.,Happy,149
363,2,2026-05-31,"I had pizza from a place I did not have since childhood, it was an interesting experience.",Nostalgic,90
364,2,2026-05-31,"I had parent teacher conferences for two of my children. One was excellent and is doing really well and my oldest, is doing well academically but is struggling in the classroom and socially. He receives a lot of help at school and at home, but nothing seems to be working.",Ashamed,272
365,2,2026-05-31,I had one of my days doing crowd sourcing work. I have been doing this 5 months and have recently hit 10000 hits. So I have been very pleased with this work and yesterday paid off. I was very happy and elated. Such a good emotional boost!,Happy,238
366,2,2026-05-31,"I had not seen my brother for almost 5 years although we talk on Facebook daily.  It just happened although he is only 2 hours away.  Planned visits had been cancelled.  I saw him a few times a month before our Mom passed.  Yesterday, we met for coffee as he was down here for work.  I was so excited and happy to see him.  I think we are back on track now!!",Excited,358
367,2,2026-05-31,"I had my wisdom tooth extracted yesterday. It was the first one I've had to experience, so I was incredibly anxious.",Anxious,116
368,2,2026-05-31,I had friends over which felt great but I also had some social anxiety about it.,Anxious,80
369,2,2026-05-31,I had dinner with my mother and sister. We had a lot of fun.,Happy,60
370,2,2026-05-31,"I had been sick for about 10 days and had not responded to treatment. So, I had to return to the doctor and seek a new direction in treatment.",Anxious,142
371,2,2026-05-31,I had an especially frustrating day at work yesterday and had to stay late to finish a project after the project file was corrupted and I lost a whole days work.,Anxious,161
372,2,2026-05-31,I had an amazing dinner with my family. Everybody was in a great mood and shared their news and what's going on in their lives,Calm,126
373,2,2026-05-31,I had alot of work,Frustrated,18
374,2,2026-05-31,"I had a very productive day today at work, and even picked up a new skill, which was nice.  I was very busy for most of the day, with almost no lulls, which made the day go by faster.  I feel satisfied and accomplished, which is something that doesn't happen often these days, so at the end of the day, it was a good day.",Calm,321
375,2,2026-05-31,I had a very good sleep last night not as usual,Calm,47
376,2,2026-05-31,"I had a really good workout yesterday. I start almost everyday with 90-120 minutes of excercise (I have missed 10 days this year) and yesterday was chest, shoulders, triceps and stair master. It was really hard and I made it through the entire thing. I was spent after and really liked the workout.",Excited,298
377,2,2026-05-31,I had a really good dinner yesterday with my wife and my son. We were really able to relax and connect.,Calm,103
378,2,2026-05-31,I had a nice dinner with my wife yesterday.  It was a good way to relax after a  hard day at work.  She always knows how to make me feel loved and appreciated.,Calm,159
379,2,2026-05-31,"I had a medical appointment today, and was so relieved when all the tests came back showing that everything was good. No problems at all.",Happy,137
380,2,2026-05-31,"I had a lot of work to get done yesterday and was quite apprehensive about whether I would be successful in completing it all. To my surprise and even with some interruptions, I was able to focus for a long period of time and get all my jobs done. I felt very satisfied and content when I left the office.",Proud,305
381,2,2026-05-31,I had a lot going on at work and it all just started to come together really well.  I got a lot of loose ends tied up which helped me feel like things are getting better.  I was calm and cool and managed to do each task efficiently.  It really made me feel a sense of confidence and satisfaction knowing that things were going so well.,Calm,335
382,2,2026-05-31,I had a long conversation with my Dad yesterday. It was interesting and enjoyable.,Calm,82
383,2,2026-05-31,"I had a great workout the other day, it made me feel extremely refreshed.",Excited,73
384,2,2026-05-31,I had a great meal with friends,Satisfied,31
385,2,2026-05-31,i had a great day with my family yesterday,Excited,42
386,2,2026-05-31,I had a great day out with my friend Jennifer,Proud,45
387,2,2026-05-31,I had a great day at work and found out that I am going to get a substantial raise in the new year. That is always good news and goes to show that my hard work is paying off.,Excited,174
388,2,2026-05-31,I had a great breakfast today. It gave me fuel for the day and tasted amazing.,Happy,78
389,2,2026-05-31,"I had a good time with my kids after school. We played chess, ate dinner, had dessert, and watched a movie together.",Happy,116
390,2,2026-05-31,"I had a good selection of tasks yesterday, and they exceeded my goals (in terms of hours worked and earnings.)  Knowing that the weather had turned cold and miserable, and that at the end of the week my work day's were going to be interrupted by other responsibilities, it was that much more satisfying that I could get more than the average amount of work accomplished yesterday.  I was also able to concentrate on/organize some upcoming chores and personal projects, especially some photography I want to accomplish. Earning more money now puts me at ease about missing some work time later this month when I pursue these types of personal projects.",Calm,651
391,2,2026-05-31,"i had a good day that i hoped and prayed for. yestday morning i prayed to God that i wanted a good day and most of all a good profit to come out of my business. thank God for the answered prayer, i made some good deals yestday and today i'm a bit richer than i was.",Excited,265
392,2,2026-05-31,"I got to work out, it was hard, but satisfying. This is something that i have been denying myself and I finally am doing it again. I am grateful and happy about it",Happy,163
393,2,2026-05-31,I got to talk with my parents. They called to tell me good news that my cousin got married and is having a baby. It was such a wonderful thing to hear.,Happy,151
394,2,2026-05-31,I got to spend time with my family today which was important to me.,Happy,67
395,2,2026-05-31,I got to spend time with my cousins Rachael and Emily.  We are very close and we enjoy watching television shows together.  We have snacks and laugh like there's no tomorrow.  I love them so much,Happy,195
396,2,2026-05-31,"i got to spend the day with my wife, it was very refreshing to enjoy each others company.",Happy,89
397,2,2026-05-31,I got to read the Bible and my favorite books on the subject of Christianity. It helped me become more at peace and loving towards myself and others.,Happy,149
398,2,2026-05-31,I got to put christmas lights up with my wife and it was so fun!,Calm,64
399,2,2026-05-31,"I got some rest that refreshed me after a tiring and bothersome day, so it was a nice step forward somewhat.",Calm,108
400,2,2026-05-31,"I got in a good workout at the gym. Despite my injured knee, I worked out for almost an hour. I felt relaxed and good afterward. It was a good day.",Calm,147
401,2,2026-05-31,"I found out yesterday that my relative has endometriosis cancer. Somewhat, we had a feeling about the result but it still made us sad and angry at the same time. She had the symptoms and when the doctor asked them to come earlier than the scheduled appointment, we kind of got the clue. I hope she can be treated and healed.",Anxious,324
402,2,2026-05-31,I found out yesterday I have a severe case of bronchitis. At first they thought it was pneumonia until the xray came back negative. I already deal with out of control asthma every day of my life. I'm confused how I got sick. I'm frustrated and upset/,Afraid,250
403,2,2026-05-31,"I found a recipe online and I made it.Sometimes my cooking is not very good, but this time ,it was excellent.",Happy,109
404,2,2026-05-31,I found a new pokemon game edit online and I modified it to suit my needs. It was a nice time because I was able to figure out exactly what I wanted and a way to do it that circumvented my limitations in editing someone else's program.,Calm,235
405,2,2026-05-31,I finally finished a hand beaded bracelet that I have been trying to learn for over a month. It made me feel great to have it done. It looks really cute too.,Excited,157
406,2,2026-05-31,I felt very obligated,Bored,21
407,2,2026-05-31,I felt very happy today because all the members of my family were together and we had a very good day eating dinner together and telling funny stories.,Happy,151
408,2,2026-05-31,I felt very good and happy about my family as I do everyday. I am very thankful for them.,Calm,89
409,2,2026-05-31,I felt very calm and relaxed yesterday while I was relaxing and reading. It was a very nice thing and I like to do it everyday.,Calm,127
410,2,2026-05-31,I felt that we bonded a lot yesterday and this was during our lovemaking session.  Truly felt like we had that spiritual connection that you only see in movies,Excited,159
411,2,2026-05-31,I felt so satisfied yesterday. It was one of those days where you are really reassured in your love.,Excited,100
412,2,2026-05-31,I felt really happy and proud of myself for getting up and working out. It made me feel accomplished.,Calm,101
413,2,2026-05-31,I felt it was very important and salient because I was very happy and I love my family very much. We went out to dinner and had a great time. I love spending time and laughing with my family.,Calm,191
414,2,2026-05-31,I felt it was just me and my time. I felt like it was so peaceful. The jog was great and it was refreshing. There are no rules to follow at all when jogging. It's relaxing.,Calm,172
415,2,2026-05-31,I felt happy. Yesterday was a pretty important day.,Calm,51
416,2,2026-05-31,I felt God wwith me all day yesterday. It made me feel very blessed.,Satisfied,68
417,2,2026-05-31,I felt as if this were just a normal day but actually worse then normal. I had a lot of angry customers at work and I had less coworkers to help me.,Anxious,148
418,2,2026-05-31,I felt as if my morning walk made me feel very refreshed and is vital to starting my day off right.,Proud,99
419,2,2026-05-31,I felt a bit nervous because I hadn't worked out in a while and I didn't know if my body would be able to handle the stress I was about to put it through personally. That was my biggest fear.,Afraid,191
420,2,2026-05-31,"I feel that sometimes I can be at my best then I have days where I feel like I'm nothing, it's something that bothers me a lot",Ashamed,126
421,2,2026-05-31,I feel so happy when I come home and am able to see my daughter and wife. They are the most important thing to me and it is very salient.,Excited,137
422,2,2026-05-31,I feel safe eating and felt that I was satiated.,Calm,48
423,2,2026-05-31,"I feel like we're really making good progress on our project at work and I'm happy about that.  Everyone on the project team is motivated to get the job done and considers it important as well as relevant to our greater goals.  Everybody is contributing equally to its success and cooperating with each other, which means it's running smoothly.  I'm proud to be part of this team and proud of the work we're doing together.",Happy,423
424,2,2026-05-31,I feel bad because I do have a very bossy and strict boss,Angry,57
